Time (s), Voltage (V) 
0.018021345138549805,5.0478515625
0.028516054153442383,5.0419921875
0.03971052169799805,5.0537109375
0.05011320114135742,4.9482421875
0.060744285583496094,5.0595703125
0.07124161720275879,5.05078125
0.08172464370727539,5.0390625
0.09220242500305176,4.9541015625
0.10284781455993652,5.0537109375
0.11349296569824219,5.0361328125
0.12947869300842285,5.0478515625
0.14046263694763184,5.009765625
0.1511831283569336,5.05078125
0.1619129180908203,4.9482421875
0.17249011993408203,5.0419921875
0.183150053024292,4.998046875
0.19383478164672852,4.98046875
0.20490169525146484,5.0537109375
0.21583986282348633,4.9541015625
0.2264699935913086,4.9423828125
0.24236106872558594,5.0419921875
0.2533848285675049,5.0419921875
0.26410722732543945,5.05078125
0.27468132972717285,5.021484375
0.2853360176086426,4.9921875
0.29590725898742676,5.0625
0.30654239654541016,5.056640625
0.3171079158782959,5.0595703125
0.3276693820953369,4.9423828125
0.3382246494293213,5.056640625
0.35278987884521484,4.95703125
0.3635365962982178,4.9482421875
0.37413620948791504,5.0537109375
0.38469505310058594,4.9482421875
0.3952770233154297,5.0009765625
0.4059145450592041,4.9482421875
0.4165322780609131,5.0390625
0.42713332176208496,5.0390625
0.437685489654541,5.021484375
0.44825029373168945,4.9423828125
0.46238136291503906,4.9482421875
0.4730720520019531,4.9921875
0.4836602210998535,5.0478515625
0.49422216415405273,5.0625
0.5047705173492432,5.0654296875
0.5153522491455078,5.0625
0.5259115695953369,5.015625
0.5365030765533447,4.9951171875
0.547091007232666,5.0390625
0.5577151775360107,4.98046875
0.5717487335205078,4.95703125
0.5824108123779297,5.0625
0.5929915904998779,5.0478515625
0.6035594940185547,5.0537109375
0.6141443252563477,5.056640625
0.6246955394744873,5.033203125
0.6352601051330566,4.9541015625
0.6458261013031006,5.0390625
0.6564033031463623,5.0009765625
0.6669795513153076,5.0537109375
0.6807413101196289,5.0390625
0.6913788318634033,4.974609375
0.7021186351776123,5.015625
0.7130908966064453,5.0625
0.7237000465393066,5.05078125
0.73431396484375,4.9482421875
0.7449140548706055,5.0537109375
0.7554745674133301,5.0537109375
0.7660553455352783,5.0244140625
0.7766187191009521,5.05078125
0.791982889175415,5.0419921875
0.8028132915496826,4.9423828125
0.8135337829589844,4.9951171875
0.8242208957672119,4.9482421875
0.834791898727417,5.0595703125
0.8453953266143799,5.0419921875
0.8559896945953369,5.0537109375
0.866586446762085,4.9482421875
0.877220630645752,5.00390625
0.8878273963928223,5.009765625
0.9023621082305908,5.015625
0.9130895137786865,4.95703125
0.9237208366394043,4.9541015625
0.9342806339263916,5.0595703125
0.9448423385620117,5.05078125
0.9554429054260254,5.0625
0.966071367263794,5.015625
0.9766538143157959,5.00390625
0.9872112274169922,4.95703125
0.997772216796875,5.05078125
1.0119364261627197,5.021484375
1.0226237773895264,4.9482421875
1.0332748889923096,5.0625
1.043839454650879,5.0625
1.0543944835662842,5.0390625
1.0649607181549072,4.9541015625
1.075512170791626,4.96875
1.0860683917999268,4.9541015625
1.0966126918792725,4.9599609375
1.1071746349334717,5.056640625
1.1209948062896729,4.9453125
1.1316778659820557,5.0419921875
1.1422500610351562,4.9951171875
1.1528244018554688,4.9482421875
1.1633987426757812,5.015625
1.1739554405212402,5.05078125
1.1845409870147705,5.05078125
1.1953473091125488,5.021484375
1.2064831256866455,5.0625
1.2173500061035156,5.0419921875
1.2327260971069336,5.021484375
1.2435007095336914,4.986328125
1.2541985511779785,5.0625
1.2647972106933594,4.9482421875
1.2753653526306152,4.9423828125
1.2859411239624023,4.9541015625
1.296518087387085,5.056640625
1.3071165084838867,5.0537109375
1.317676305770874,4.9482421875
1.3282644748687744,5.015625
1.3424859046936035,4.9833984375
1.3534324169158936,5.00390625
1.3641357421875,5.056640625
1.3747141361236572,5.0625
1.3852717876434326,5.0419921875
1.3958632946014404,5.0126953125
1.4064600467681885,4.962890625
1.4170432090759277,5.056640625
1.427602767944336,5.0625
1.4381654262542725,4.96875
1.452286720275879,4.95703125
1.462982177734375,5.0595703125
1.4736616611480713,4.95703125
1.4842250347137451,5.015625
1.4947819709777832,5.0625
1.5053513050079346,5.0244140625
1.5159268379211426,4.9951171875
1.5264873504638672,5.0302734375
1.5370430946350098,5.0478515625
1.5476133823394775,5.0244140625
1.561342477798462,5.00390625
1.5719976425170898,5.0625
1.5825698375701904,4.9541015625
1.5931782722473145,5.021484375
1.6038339138031006,5.056640625
1.6144227981567383,4.9482421875
1.6249902248382568,4.9423828125
1.635572910308838,5.0625
1.6461386680603027,5.0625
1.6567223072052002,5.009765625
1.6706945896148682,4.9951171875
1.6815402507781982,5.0625
1.6923141479492188,5.0625
1.7032020092010498,4.9833984375
1.7141189575195312,5.015625
1.7247536182403564,5.0244140625
1.7354111671447754,4.98046875
1.7460663318634033,4.95703125
1.7567131519317627,5.00390625
1.7673728466033936,5.0537109375
1.7827138900756836,5.0244140625
1.793619155883789,4.98046875
1.8041718006134033,4.9482421875
1.816742181777954,5.0595703125
1.8273265361785889,4.9482421875
1.8379082679748535,4.95703125
1.8484768867492676,4.9833984375
1.859126091003418,5.0625
1.869703769683838,5.0302734375
1.8802876472473145,5.0244140625
1.895322561264038,5.009765625
1.9061150550842285,4.95703125
1.9167554378509521,4.96875
1.9273228645324707,5.05078125
1.9379260540008545,5.056640625
1.948486566543579,5.0244140625
1.9590659141540527,5.02734375
1.9696357250213623,5.0625
1.9801855087280273,5.0625
1.9907410144805908,5.0478515625
2.0051119327545166,5.0478515625
2.015831708908081,5.0419921875
2.0264248847961426,5.0595703125
2.037001609802246,5.0595703125
2.0475704669952393,5.0478515625
2.058134078979492,4.9482421875
2.0687077045440674,4.9482421875
2.0792689323425293,4.98046875
2.089832305908203,5.0419921875
2.1003806591033936,5.0478515625
2.1142208576202393,5.0009765625
2.124877452850342,4.998046875
2.135446786880493,4.974609375
2.1460094451904297,4.998046875
2.1566061973571777,4.9482421875
2.1671957969665527,5.0419921875
2.1777591705322266,5.05078125
2.188340187072754,5.05078125
2.1992268562316895,5.0595703125
2.210169792175293,5.0537109375
2.2254557609558105,5.0595703125
2.2362499237060547,5.05078125
2.246955633163452,4.986328125
2.2577085494995117,4.95703125
2.2683615684509277,4.95703125
2.2789559364318848,5.0625
2.28959059715271,4.95703125
2.300147771835327,5.015625
2.310737371444702,5.0595703125
2.321359395980835,4.9423828125
2.335935354232788,5.05078125
2.3466556072235107,4.9482421875
2.357269525527954,5.00390625
2.3678336143493652,5.056640625
2.378404378890991,4.9951171875
2.3889567852020264,4.9482421875
2.3995399475097656,5.0537109375
2.4101483821868896,5.021484375
2.420708179473877,5.0595703125
2.4312684535980225,5.056640625
2.4452879428863525,4.9892578125
2.4559733867645264,5.0302734375
2.4665606021881104,4.98046875
2.477121114730835,5.015625
2.4876959323883057,5.0419921875
2.4982481002807617,5.0595703125
2.50883412361145,5.021484375
2.519399404525757,4.96875
2.529949426651001,5.0537109375
2.5405044555664062,5.015625
2.5541977882385254,4.9833984375
2.564910411834717,4.95703125
2.57547664642334,4.96875
2.586049795150757,4.9482421875
2.5966243743896484,4.9453125
2.6071887016296387,4.9892578125
2.617750406265259,5.0390625
2.6283042430877686,5.0419921875
2.6388473510742188,5.0537109375
2.649413824081421,4.9921875
2.662923812866211,4.98046875
2.6735806465148926,4.9482421875
2.6842074394226074,5.0625
2.694906711578369,5.056640625
2.7061336040496826,4.9599609375
2.7169768810272217,5.0390625
2.7276737689971924,5.05078125
2.7382819652557373,5.00390625
2.7489068508148193,5.0537109375
2.7595174312591553,5.00390625
2.774935722351074,4.962890625
2.785766839981079,4.98046875
2.796452283859253,5.0478515625
2.807155132293701,5.056640625
2.817798137664795,4.9951171875
2.828382730484009,5.0419921875
2.838979959487915,5.0625
2.8496322631835938,5.0009765625
2.86020565032959,5.0625
2.870760202407837,4.9482421875
2.8852405548095703,5.00390625
2.89595103263855,4.96875
2.9065611362457275,5.0244140625
2.9171245098114014,4.96875
2.927734851837158,5.0419921875
2.9382944107055664,5.015625
2.9488604068756104,4.9892578125
2.9594919681549072,4.95703125
2.970140218734741,5.021484375
2.980698347091675,5.056640625
2.994778871536255,5.0537109375
3.005448818206787,5.0361328125
3.016068935394287,5.009765625
3.02663516998291,5.056640625
3.0372519493103027,5.0595703125
3.047813653945923,4.96875
3.0584042072296143,4.9482421875
3.0689775943756104,5.0478515625
3.0808284282684326,5.009765625
3.0912959575653076,4.9482421875
3.104889392852783,5.0302734375
3.115389347076416,5.0419921875
3.128004789352417,5.0244140625
3.1385984420776367,4.9716796875
3.1492373943328857,4.98046875
3.1598517894744873,4.9482421875
3.1704258918762207,5.0625
3.1809794902801514,4.9423828125
3.1914260387420654,4.96875
3.204428195953369,4.96875
3.2200393676757812,4.9423828125
3.230900526046753,5.05078125
3.2417633533477783,4.96875
3.2523653507232666,4.962890625
3.262977123260498,4.9833984375
3.2736315727233887,4.95703125
3.2842166423797607,5.015625
3.294785976409912,4.9833984375
3.305342435836792,4.9423828125
3.319888114929199,5.05078125
3.3306336402893066,5.0625
3.341235637664795,5.0419921875
3.351860761642456,4.95703125
3.362534284591675,5.0419921875
3.373124837875366,5.056640625
3.383715867996216,5.0537109375
3.3942723274230957,4.9833984375
3.4048385620117188,5.0625
3.4154253005981445,4.986328125
3.4295217990875244,5.05078125
3.4403345584869385,4.986328125
3.4509551525115967,5.0390625
3.4616074562072754,5.0537109375
3.4721837043762207,5.05078125
3.482740879058838,5.0625
3.4933650493621826,5.0419921875
3.503937005996704,5.0625
3.5145106315612793,5.0419921875
3.525073289871216,4.98046875
3.5388598442077637,4.9482421875
3.549525260925293,5.0595703125
3.5601165294647217,4.96875
3.570687770843506,5.0625
3.5812556743621826,5.00390625
3.591822385787964,5.0537109375
3.6024153232574463,4.98046875
3.613051176071167,5.0419921875
3.6236226558685303,4.9951171875
3.6341805458068848,5.021484375
3.6478896141052246,5.0625
3.6585984230041504,5.0419921875
3.669295072555542,5.0419921875
3.6798887252807617,4.9423828125
3.690467119216919,4.9482421875
3.701237201690674,5.0595703125
3.7122223377227783,5.033203125
3.7228996753692627,4.9482421875
3.7335448265075684,5.0009765625
3.7441463470458984,4.9482421875
3.759680986404419,5.056640625
3.770550012588501,4.9423828125
3.781304359436035,4.9423828125
3.7919178009033203,5.0595703125
3.8025331497192383,4.9482421875
3.813272714614868,5.0361328125
3.8238742351531982,5.021484375
3.834487199783325,4.98046875
3.845094919204712,4.9951171875
3.8556995391845703,5.056640625
3.8700878620147705,5.0625
3.8808436393737793,5.0537109375
3.8914637565612793,5.0419921875
3.9020535945892334,5.0244140625
3.9126839637756348,4.9482421875
3.923269033432007,4.98046875
3.9338736534118652,4.9541015625
3.9444849491119385,4.9833984375
3.9550797939300537,5.0302734375
3.965677499771118,5.0537109375
3.979654312133789,4.9482421875
3.9903316497802734,5.056640625
4.000994920730591,5.0478515625
4.0116941928863525,5.0244140625
4.022362947463989,4.9833984375
4.032957553863525,5.0625
4.04354453086853,5.0390625
4.0541582107543945,4.9892578125
4.0647664070129395,5.0361328125
4.07535982131958,5.0537109375
4.089396238327026,4.9541015625
4.100099802017212,5.0625
4.110742807388306,5.05078125
4.121383428573608,5.0419921875
4.131977319717407,4.98046875
4.142565488815308,4.9482421875
4.153281927108765,4.9482421875
4.163982391357422,5.0595703125
4.174579620361328,4.9482421875
4.185286521911621,5.0419921875
4.200699329376221,5.015625
4.211817026138306,5.05078125
4.222478628158569,4.9482421875
4.2330827713012695,5.033203125
4.243669509887695,4.9423828125
4.254319906234741,4.9951171875
4.264949083328247,4.998046875
4.275527000427246,5.056640625
4.286106109619141,4.9423828125
4.296677112579346,4.9482421875
4.310914516448975,5.0625
4.321861505508423,5.00390625
4.332467079162598,5.0625
4.343154430389404,4.96875
4.353754281997681,5.00390625
4.3643577098846436,5.0419921875
4.374951124191284,5.0625
4.385522842407227,5.0537109375
4.39608359336853,5.0625
4.406688690185547,5.0595703125
4.420803546905518,5.056640625
4.431548118591309,5.0625
4.442128419876099,4.9892578125
4.452722549438477,5.05078125
4.463315725326538,5.0625
4.473897457122803,4.9423828125
4.484667778015137,5.056640625
4.495248317718506,5.0537109375
4.505800485610962,4.98046875
4.516389846801758,5.0625
4.5301032066345215,5.0625
4.540823221206665,4.9541015625
4.551434278488159,5.0419921875
4.562046051025391,5.0625
4.572631597518921,5.0419921875
4.583209753036499,5.0390625
4.59378719329834,5.0009765625
4.604357004165649,4.9482421875
4.614940643310547,5.0625
4.625513315200806,4.9482421875
4.639293670654297,5.0625
4.649992942810059,5.056640625
4.660598039627075,5.056640625
4.671185731887817,5.0625
4.681761741638184,5.0537109375
4.692387342453003,4.9482421875
4.703232765197754,4.9541015625
4.714148044586182,4.9423828125
4.724774599075317,4.9423828125
4.73535680770874,4.98046875
4.750157117843628,5.056640625
4.7609779834747314,4.9921875
4.771637678146362,5.0478515625
4.782252311706543,5.0595703125
4.79283881187439,5.0537109375
4.8035056591033936,4.95703125
4.814220190048218,4.95703125
4.824813604354858,4.9541015625
4.835390567779541,5.015625
4.845977544784546,4.9951171875
4.860480308532715,5.05078125
4.8713059425354,5.033203125
4.881900072097778,4.9482421875
4.892472267150879,4.9951171875
4.903113842010498,5.0419921875
4.913703918457031,4.96875
4.9242730140686035,5.015625
4.934842109680176,4.95703125
4.945429801940918,5.021484375
4.956029176712036,5.05078125
4.970194578170776,4.98046875
4.980952978134155,4.9482421875
4.991551399230957,4.9951171875
5.002120018005371,4.9482421875
5.012699365615845,4.9423828125
5.023271322250366,5.056640625
5.033859729766846,5.015625
5.044420003890991,4.9453125
5.054986953735352,5.0595703125
5.0656352043151855,5.0009765625
5.079344034194946,4.9423828125
5.090060472488403,5.0419921875
5.100659608840942,5.00390625
5.111253499984741,5.015625
5.121848106384277,5.0537109375
5.1324522495269775,4.9833984375
5.143096208572388,4.96875
5.153683423995972,5.0244140625
5.1642749309539795,5.015625
5.174833536148071,5.0625
5.18868088722229,4.9541015625
5.199505805969238,5.0537109375
5.210464000701904,4.9541015625
5.221255302429199,4.9482421875
5.231872320175171,5.021484375
5.24245285987854,4.9921875
5.253049612045288,4.98046875
5.263648986816406,5.021484375
5.274214506149292,4.98046875
5.284805774688721,5.0537109375
5.299982786178589,4.95703125
5.310759782791138,5.0419921875
5.321407318115234,5.0419921875
5.331969261169434,4.962890625
5.342540979385376,4.98046875
5.353102207183838,5.00390625
5.363759756088257,5.0361328125
5.3743979930877686,5.056640625
5.384969472885132,5.015625
5.395532608032227,5.0478515625
5.409734487533569,4.96875
5.420431613922119,4.9599609375
5.431096792221069,4.9423828125
5.4416608810424805,5.0419921875
5.452243804931641,5.0478515625
5.462828636169434,5.0244140625
