Time (s), Voltage (V) 
5.473403692245483,5.0537109375
5.483961343765259,5.009765625
5.494524955749512,5.0478515625
5.5050883293151855,5.0537109375
5.518731594085693,5.0625
5.529390573501587,5.0625
5.539958953857422,5.05078125
5.550530910491943,4.9453125
5.561106443405151,5.0185546875
5.571686267852783,4.9541015625
5.582259178161621,5.0625
5.592805624008179,5.0419921875
5.603364706039429,5.0390625
5.613965272903442,4.9833984375
5.627764940261841,5.0419921875
5.6383957862854,5.0419921875
5.648986577987671,5.0595703125
5.659572124481201,5.0625
5.6701648235321045,5.0537109375
5.68079400062561,4.9482421875
5.691358804702759,4.9716796875
5.702142715454102,5.0419921875
5.713082551956177,5.033203125
5.723686695098877,5.0595703125
5.738755226135254,5.0419921875
5.749581336975098,4.96875
5.760295391082764,4.939453125
5.7709643840789795,5.0537109375
5.781632900238037,4.95703125
5.792196989059448,5.05078125
5.802798271179199,5.0478515625
5.813484191894531,5.0244140625
5.8241822719573975,5.0478515625
5.834763288497925,5.0537109375
5.849441289901733,5.0419921875
5.860246419906616,4.9423828125
5.8708555698394775,5.0625
5.881431818008423,4.9482421875
5.891988754272461,5.0419921875
5.902543306350708,5.05078125
5.913222074508667,5.0625
5.923802375793457,5.0478515625
5.934353590011597,4.98046875
5.944927453994751,4.9423828125
5.958723545074463,4.9541015625
5.969412803649902,4.9541015625
5.979997158050537,5.0625
5.9905805587768555,5.0185546875
6.001255750656128,5.0419921875
6.011914968490601,5.0419921875
6.022562026977539,5.0625
6.0331244468688965,5.0390625
6.043704032897949,5.009765625
6.054273843765259,4.9482421875
6.068325996398926,5.0244140625
6.07899284362793,4.98046875
6.089651107788086,4.9482421875
6.100212097167969,5.0595703125
6.11078667640686,5.00390625
6.1213600635528564,4.9482421875
6.131927251815796,5.0625
6.142482042312622,5.009765625
6.153036594390869,5.056640625
6.163632392883301,5.0595703125
6.1774492263793945,5.0537109375
6.188108921051025,4.9482421875
6.198842525482178,5.0537109375
6.209909439086914,4.9482421875
6.220533609390259,5.0595703125
6.231148719787598,5.05078125
6.241745948791504,4.9599609375
6.2523252964019775,4.9453125
6.262895345687866,4.9423828125
6.2734534740448,5.0537109375
6.288604497909546,5.0537109375
6.299376487731934,5.021484375
6.310025215148926,5.05078125
6.320596933364868,5.0595703125
6.331159353256226,5.0595703125
6.3417134284973145,5.009765625
6.352292060852051,5.056640625
6.362874984741211,5.021484375
6.373447418212891,5.0537109375
6.384003162384033,4.9541015625
6.398044586181641,5.0625
6.408798933029175,4.96875
6.419493198394775,4.9541015625
6.430079460144043,5.05078125
6.440672874450684,4.96875
6.451253652572632,5.0625
6.461867094039917,4.9921875
6.472437143325806,4.98046875
6.483001708984375,5.05078125
6.493643522262573,5.05078125
6.507631063461304,5.00390625
6.518313407897949,4.98046875
6.528895378112793,5.0361328125
6.53947114944458,5.021484375
6.550035238265991,5.033203125
6.5606067180633545,5.009765625
6.571228504180908,5.0595703125
6.581864356994629,4.95703125
6.59242844581604,5.0595703125
6.602983236312866,5.0478515625
6.616915941238403,5.021484375
6.6275835037231445,4.9482421875
6.638152360916138,4.9482421875
6.648718357086182,4.98046875
6.6593029499053955,4.96875
6.669931650161743,5.05078125
6.680578231811523,5.0537109375
6.691152095794678,4.9482421875
6.70186710357666,4.9423828125
6.712785243988037,4.9951171875
6.727874517440796,5.0244140625
6.738649368286133,5.0478515625
6.74936580657959,4.9423828125
6.759975433349609,5.0537109375
6.770541429519653,5.05078125
6.781130313873291,5.0537109375
6.791738748550415,4.9482421875
6.802350997924805,5.021484375
6.813046216964722,4.9423828125
6.823731422424316,5.056640625
6.838340520858765,5.056640625
6.849064350128174,4.9482421875
6.85970139503479,5.0419921875
6.870269060134888,5.0419921875
6.880831718444824,5.015625
6.891389846801758,5.0302734375
6.901953458786011,4.9423828125
6.9125285148620605,5.0419921875
6.923089504241943,4.9453125
6.933645963668823,4.96875
6.947554588317871,5.056640625
6.95822548866272,5.0537109375
6.968860626220703,5.0537109375
6.979509592056274,5.015625
6.9900946617126465,4.96875
7.00066065788269,5.0244140625
7.011252164840698,4.95703125
7.0218119621276855,4.96875
7.0323686599731445,5.0595703125
7.042919397354126,4.9951171875
7.056712865829468,5.0478515625
7.067503452301025,5.0625
7.078118324279785,4.9423828125
7.088696479797363,4.998046875
7.099257469177246,5.05078125
7.109834432601929,4.9482421875
7.120415210723877,5.05078125
7.130974292755127,5.0419921875
7.1416308879852295,5.015625
7.152199745178223,5.0185546875
7.165971755981445,5.0625
7.176692247390747,5.0009765625
7.187288522720337,5.0478515625
7.198004484176636,4.9453125
7.208970785140991,5.021484375
7.2197089195251465,4.9453125
7.230318069458008,5.00390625
7.240891695022583,5.0009765625
7.251470565795898,4.9541015625
7.262050628662109,4.95703125
7.277102947235107,4.9423828125
7.287873983383179,5.0625
7.298533201217651,5.0537109375
7.309112548828125,5.0419921875
7.3196916580200195,5.0302734375
7.33028244972229,5.0361328125
7.3409271240234375,4.9921875
7.351495981216431,4.96875
7.362083673477173,5.00390625
7.372732877731323,5.0625
7.38737154006958,4.962890625
7.398134708404541,4.9423828125
7.408616304397583,5.056640625
7.419090509414673,5.00390625
7.429516077041626,5.0244140625
7.439932107925415,5.056640625
7.450353145599365,5.05078125
7.460779428482056,4.9423828125
7.471201181411743,4.9423828125
7.48161506652832,5.0625
7.494761228561401,5.0595703125
7.508188247680664,5.05078125
7.518843650817871,5.0537109375
7.529453992843628,5.0625
7.54002046585083,5.0625
7.550595045089722,4.98046875
7.5612616539001465,5.0244140625
7.571834325790405,4.9423828125
7.582400321960449,5.056640625
7.592965126037598,5.0625
7.606539964675903,5.021484375
7.617373943328857,5.0419921875
7.628044605255127,4.96875
7.6386566162109375,4.9599609375
7.649249792098999,4.95703125
7.65984320640564,5.009765625
7.670419454574585,5.0185546875
7.680997610092163,4.96875
7.691572189331055,5.0478515625
7.7023351192474365,5.0419921875
7.717909812927246,5.0361328125
7.7287561893463135,5.0419921875
7.739444971084595,5.0625
7.750066757202148,5.0419921875
7.760649681091309,5.0302734375
7.771311044692993,5.0419921875
7.781999826431274,4.9482421875
7.792595386505127,5.0478515625
7.803214073181152,5.0625
7.8139119148254395,5.05078125
7.8284735679626465,4.9482421875
7.839229583740234,4.96875
7.849830150604248,5.0625
7.860422611236572,4.98046875
7.87098503112793,5.0625
7.881641387939453,4.9716796875
7.892226696014404,4.9541015625
7.902790307998657,5.05078125
7.913368225097656,4.998046875
7.923941135406494,5.05078125
7.937852621078491,5.05078125
7.948544025421143,5.0625
7.959140777587891,5.0419921875
7.969712018966675,5.0537109375
7.980270862579346,5.00390625
7.990849018096924,5.00390625
8.001410245895386,5.05078125
8.012038230895996,5.0537109375
8.022716999053955,4.9833984375
8.033386707305908,5.0419921875
8.047278881072998,5.0244140625
8.0580153465271,5.0595703125
8.06863784790039,4.9716796875
8.079223871231079,4.95703125
8.089780569076538,5.015625
8.10035753250122,5.0625
8.110940933227539,5.0625
8.121521949768066,5.033203125
8.13208532333374,5.0625
8.142649173736572,4.962890625
8.156338691711426,5.0625
8.167136907577515,4.9951171875
8.177793741226196,4.9951171875
8.188383102416992,4.95703125
8.199199199676514,5.0478515625
8.210159540176392,5.0537109375
8.220807075500488,5.0595703125
8.231395959854126,5.0595703125
8.241969347000122,5.0625
8.252573728561401,5.0244140625
8.267584323883057,4.98046875
8.278398275375366,5.015625
8.28903579711914,4.96875
8.299626111984253,5.0478515625
8.310208320617676,5.0625
8.320796251296997,4.974609375
8.331377983093262,4.9482421875
8.341945171356201,5.0537109375
8.352518558502197,5.0537109375
8.363108158111572,5.021484375
8.37718939781189,4.9482421875
8.387957334518433,5.015625
8.398560047149658,5.0625
8.409223794937134,5.0009765625
8.419853687286377,5.009765625
8.430522680282593,5.015625
8.441193580627441,4.9453125
8.451767683029175,4.95703125
8.462347984313965,4.9951171875
8.472913026809692,5.00390625
8.48676347732544,5.05078125
8.49746036529541,4.9541015625
8.508064985275269,5.0390625
8.51872444152832,5.021484375
8.529372215270996,5.0009765625
8.539947271347046,4.96875
8.55052137374878,4.9482421875
8.561093091964722,5.00390625
8.57171368598938,5.015625
8.582361698150635,5.021484375
8.596189737319946,5.0478515625
8.606965065002441,4.96875
8.617674350738525,5.015625
8.628254890441895,4.9482421875
8.638824224472046,5.0419921875
8.649399757385254,5.00390625
8.65998363494873,5.00390625
8.670544624328613,5.033203125
8.681104183197021,5.0537109375
8.691672325134277,5.0419921875
8.707192659378052,5.0595703125
8.718170881271362,4.9482421875
8.72883939743042,5.009765625
8.739426851272583,4.98046875
8.750005960464478,4.9482421875
8.760577201843262,4.96875
8.771167039871216,5.009765625
8.781725883483887,4.9482421875
8.792289733886719,5.0419921875
8.802882194519043,4.9423828125
8.81748914718628,5.015625
8.828262329101562,5.0625
8.83892035484314,5.0537109375
8.849556922912598,4.9541015625
8.860132694244385,5.0419921875
8.870698690414429,4.9541015625
8.881262302398682,5.0625
8.891818761825562,5.0419921875
8.902371168136597,4.9951171875
8.912941455841064,4.9482421875
8.926791429519653,4.9482421875
8.93745493888855,5.0390625
8.94806718826294,5.0625
8.95863389968872,4.9423828125
8.969294548034668,5.0625
8.979908466339111,4.9482421875
8.990487813949585,5.015625
9.001045942306519,5.033203125
9.011621713638306,5.0390625
9.022181987762451,4.98046875
9.036024332046509,4.9482421875
9.046761512756348,5.0537109375
9.05736780166626,5.05078125
9.067960262298584,4.9541015625
9.078531265258789,5.0009765625
9.089087724685669,5.00390625
9.09965181350708,4.98046875
9.110229969024658,5.015625
9.120790004730225,5.0419921875
9.13134479522705,5.015625
9.144912958145142,5.033203125
9.155572175979614,5.033203125
9.16616439819336,5.021484375
9.17673945426941,4.95703125
9.187302827835083,5.0537109375
9.198025703430176,5.0537109375
9.209046602249146,5.0419921875
9.2197904586792,4.9423828125
9.230484008789062,5.021484375
9.241103887557983,4.9482421875
9.256097078323364,5.05078125
9.266914367675781,4.96875
9.27759313583374,4.9951171875
9.288194179534912,4.98046875
9.298789262771606,4.9599609375
9.309415102005005,5.009765625
9.320030450820923,4.98046875
9.330618858337402,5.0537109375
9.341307878494263,4.9541015625
9.351947546005249,5.009765625
9.366101503372192,4.96875
9.376880645751953,4.96875
9.387599229812622,5.015625
9.398184061050415,5.0537109375
9.408749103546143,4.9921875
9.41933012008667,5.05078125
9.42992615699768,5.009765625
9.440493106842041,4.9833984375
9.4510817527771,5.0595703125
9.46166181564331,5.0625
9.476011753082275,5.00390625
9.486704349517822,4.98046875
9.49747109413147,5.0419921875
9.508065462112427,5.0419921875
9.518648147583008,4.96875
9.52927303314209,5.0419921875
9.5398690700531,5.0537109375
9.550467252731323,5.0537109375
9.561053037643433,4.939453125
9.57163405418396,5.0595703125
9.585460186004639,4.9833984375
9.596109867095947,5.056640625
9.606706619262695,5.009765625
9.617380380630493,5.021484375
9.628010034561157,5.0244140625
9.638575792312622,5.0244140625
9.6493558883667,5.00390625
9.659946918487549,5.0419921875
9.670524597167969,4.9482421875
9.681139707565308,4.98046875
9.695908546447754,4.9951171875
9.706979036331177,5.009765625
9.717886924743652,5.05078125
9.72847867012024,5.0625
9.73907208442688,5.0595703125
9.749675750732422,5.0625
9.760260820388794,5.0625
9.770894527435303,5.00390625
9.781789302825928,4.9453125
9.792378425598145,5.0537109375
9.807294845581055,4.98046875
9.818132162094116,5.0302734375
9.828781843185425,4.96875
9.839367389678955,5.00390625
9.849950075149536,4.9951171875
9.8605215549469,4.9423828125
9.871103525161743,5.0537109375
9.881659746170044,5.05078125
9.892227172851562,5.00390625
9.90278148651123,4.9951171875
9.916807889938354,4.9482421875
9.927506685256958,5.0419921875
9.938114881515503,5.021484375
9.94868278503418,5.056640625
9.95925259590149,5.009765625
9.96981954574585,4.9951171875
9.98038911819458,4.96875
9.990936994552612,4.9453125
10.001493453979492,4.9951171875
10.012052536010742,5.0244140625
10.026123762130737,5.00390625
10.036884307861328,5.015625
10.047510862350464,4.9541015625
10.058082580566406,5.0419921875
10.06865668296814,5.015625
10.079222679138184,4.96875
10.089787483215332,5.009765625
10.100337505340576,5.0595703125
10.110900640487671,4.95703125
10.12146282196045,5.0302734375
10.135192394256592,5.0302734375
10.145918130874634,5.0419921875
10.156506538391113,5.0625
10.167076587677002,5.0537109375
10.177701711654663,4.9482421875
10.188331365585327,4.96875
10.19919204711914,5.015625
10.210155963897705,5.0478515625
10.220760345458984,5.021484375
10.231332302093506,4.9833984375
10.24625849723816,4.96875
10.25705099105835,4.9599609375
10.267711162567139,5.0595703125
10.27830982208252,5.0419921875
10.288884401321411,5.0009765625
10.299465894699097,5.056640625
10.310064315795898,5.0625
10.320647239685059,5.0625
10.331211805343628,5.0478515625
10.341771125793457,5.0625
10.355897903442383,5.0625
10.366656303405762,5.0595703125
10.377328634262085,5.0537109375
10.387911796569824,5.0625
10.398481607437134,4.9482421875
10.409052848815918,4.9541015625
10.419677019119263,5.0478515625
10.430329322814941,4.9833984375
10.440911769866943,4.95703125
10.4514799118042,5.0625
10.465392827987671,5.0537109375
10.47611689567566,4.9482421875
10.486714363098145,4.9482421875
10.497284412384033,4.95703125
10.507853984832764,5.0244140625
10.518428087234497,5.056640625
10.528997421264648,4.96875
10.539565324783325,5.0595703125
10.550135850906372,5.0595703125
10.56069827079773,5.0419921875
10.574289083480835,5.0478515625
10.585021018981934,5.056640625
10.595631122589111,5.0625
10.606193542480469,5.0595703125
10.616769790649414,4.9423828125
10.627334833145142,4.9482421875
10.637903213500977,5.00390625
10.648497343063354,4.9599609375
10.659071445465088,4.9482421875
10.669688701629639,5.056640625
10.683624267578125,4.9423828125
10.694385051727295,5.0625
10.705588340759277,5.021484375
10.716384649276733,5.015625
10.726990222930908,4.98046875
10.73770809173584,5.0478515625
10.748351573944092,5.0419921875
10.758970499038696,5.0537109375
10.769625902175903,5.0478515625
10.780217170715332,5.0478515625
10.795310258865356,4.95703125
10.806175231933594,4.96875
10.816917419433594,5.0390625
10.827533721923828,4.95703125
10.838202476501465,5.021484375
10.848798036575317,4.96875
10.859419584274292,4.9482421875
10.870020389556885,5.00390625
10.880601167678833,4.96875
10.891172170639038,5.0419921875
10.905587673187256,5.0361328125
10.91640305519104,5.0537109375
10.927053928375244,5.0537109375
10.937646389007568,5.00390625
10.948227405548096,4.9482421875
10.958793640136719,4.9423828125
10.969396114349365,4.9482421875
10.980006217956543,4.9541015625
10.990613222122192,5.0478515625
11.001243829727173,5.0244140625
11.01516318321228,5.056640625
